代码,名称
002434.SZ,万里扬
002436.SZ,兴森科技
002437.SZ,誉衡药业
002439.SZ,启明星辰
002440.SZ,闰土股份
002444.SZ,巨星科技
002446.SZ,盛路通信
002449.SZ,国星光电
002456.SZ,欧菲光
002458.SZ,益生股份
002460.SZ,赣锋锂业
002461.SZ,珠江啤酒
002463.SZ,沪电股份
002465.SZ,海格通信
002466.SZ,天齐锂业
002467.SZ,二六三
002468.SZ,申通快递
002475.SZ,立讯精密
002481.SZ,双塔食品
002482.SZ,广田集团
002488.SZ,金固股份
002489.SZ,浙江永强
002490.SZ,山东墨龙
002491.SZ,通鼎互联
002493.SZ,荣盛石化
002497.SZ,雅化集团
002498.SZ,汉缆股份
002500.SZ,山西证券
002503.SZ,搜于特
002505.SZ,大康农业
002506.SZ,协鑫集成
002507.SZ,涪陵榨菜
002508.SZ,老板电器
002511.SZ,中顺洁柔
002530.SZ,金财互联
002531.SZ,天顺风能
002537.SZ,海联金汇
002542.SZ,中化岩土
002544.SZ,杰赛科技
002545.SZ,东方铁塔
002547.SZ,春兴精工
002550.SZ,千红制药
002555.SZ,三七互娱
002557.SZ,洽洽食品
002558.SZ,巨人网络
002563.SZ,森马服饰
002567.SZ,唐人神
002568.SZ,百润股份
002572.SZ,索菲亚
002573.SZ,清新环境
002583.SZ,海能达
002589.SZ,瑞康医药
002594.SZ,比亚迪
002595.SZ,豪迈科技
002596.SZ,海南瑞泽
002597.SZ,金禾实业
002600.SZ,领益智造
002601.SZ,龙蟒佰利
002602.SZ,世纪华通
002603.SZ,以岭药业
002607.SZ,中公教育
002608.SZ,江苏国信
002610.SZ,爱康科技
002611.SZ,东方精工
002614.SZ,奥佳华
002617.SZ,露笑科技
002618.SZ,丹邦科技
002621.SZ,美吉姆
002624.SZ,完美世界
002625.SZ,光启技术
002626.SZ,金达威
002635.SZ,安洁科技
002636.SZ,金安国纪
002639.SZ,雪人股份
002640.SZ,跨境通
002643.SZ,万润股份
002648.SZ,卫星石化
002653.SZ,海思科
002665.SZ,首航高科
002670.SZ,国盛金控
002672.SZ,东江环保
002673.SZ,西部证券
002675.SZ,东诚药业
002677.SZ,浙江美大
002683.SZ,宏大爆破
002690.SZ,美亚光电
002695.SZ,煌上煌
002697.SZ,红旗连锁
002698.SZ,博实股份
002701.SZ,奥瑞金
002703.SZ,浙江世宝
002705.SZ,新宝股份
002709.SZ,天赐材料
002714.SZ,牧原股份
002717.SZ,岭南股份
002726.SZ,龙大肉食
002727.SZ,一心堂
002733.SZ,雄韬股份
002736.SZ,国信证券
002737.SZ,葵花药业
002739.SZ,万达电影
002745.SZ,木林森
002746.SZ,仙坛股份
002747.SZ,埃斯顿
002755.SZ,奥赛康
002768.SZ,国恩股份
002773.SZ,康弘药业
002777.SZ,久远银海
002792.SZ,通宇通讯
002796.SZ,世嘉科技
002797.SZ,第一创业
002798.SZ,帝欧家居
002807.SZ,江阴银行
002812.SZ,恩捷股份
002815.SZ,崇达技术
002818.SZ,富森美
002821.SZ,凯莱英
002831.SZ,裕同科技
002832.SZ,比音勒芬
002839.SZ,张家港行
002841.SZ,视源股份
002851.SZ,麦格米特
002859.SZ,洁美科技
002867.SZ,周大生
002901.SZ,大博医疗
002907.SZ,华森制药
002910.SZ,庄园牧场
002911.SZ,佛燃能源
002912.SZ,中新赛克
002913.SZ,奥士康
002916.SZ,深南电路
002920.SZ,德赛西威
002925.SZ,盈趣科技
002926.SZ,华西证券
002928.SZ,华夏航空
002929.SZ,润建股份
002936.SZ,郑州银行
002938.SZ,鹏鼎控股
002939.SZ,长城证券
002941.SZ,新疆交建
002946.SZ,新乳业
002948.SZ,青岛银行
002950.SZ,奥美医疗
002951.SZ,金时科技
002958.SZ,青农商行
003816.SZ,中国广核
300001.SZ,特锐德
300002.SZ,神州泰岳
300003.SZ,乐普医疗
300009.SZ,安科生物
300010.SZ,立思辰
300012.SZ,华测检测
300014.SZ,亿纬锂能
300015.SZ,爱尔眼科
300017.SZ,网宿科技
300024.SZ,机器人
300026.SZ,红日药业
300033.SZ,同花顺
300034.SZ,钢研高纳
300036.SZ,超图软件
300037.SZ,新宙邦
300038.SZ,数知科技
300043.SZ,星辉娱乐
300053.SZ,欧比特
300054.SZ,鼎龙股份
300058.SZ,蓝色光标
300059.SZ,东方财富
300068.SZ,南都电源
300070.SZ,碧水源
300072.SZ,三聚环保
300073.SZ,当升科技
300078.SZ,思创医惠
300079.SZ,数码科技
300085.SZ,银之杰
300088.SZ,长信科技
300098.SZ,高新兴
300113.SZ,顺网科技
300115.SZ,长盈精密
300118.SZ,东方日升
300122.SZ,智飞生物
300123.SZ,亚光科技
300124.SZ,汇川技术
300130.SZ,新国都
300131.SZ,英唐智控
300133.SZ,华策影视
300136.SZ,信维通信
300142.SZ,沃森生物
300144.SZ,宋城演艺
300145.SZ,中金环境
300146.SZ,汤臣倍健
300149.SZ,量子生物
300159.SZ,新研股份
300166.SZ,东方国信
300168.SZ,万达信息
300170.SZ,汉得信息
300180.SZ,华峰超纤
300182.SZ,捷成股份
300183.SZ,东软载波
300184.SZ,力源信息
300185.SZ,通裕重工
300188.SZ,美亚柏科
300191.SZ,潜能恒信
300194.SZ,福安药业
300197.SZ,铁汉生态
300203.SZ,聚光科技
300207.SZ,欣旺达
300212.SZ,易华录
300222.SZ,科大智能
300223.SZ,北京君正
300224.SZ,正海磁材
300226.SZ,上海钢联
300232.SZ,洲明科技
300233.SZ,金城医药
300236.SZ,上海新阳
300244.SZ,迪安诊断
300251.SZ,光线传媒
300252.SZ,金信诺
300253.SZ,卫宁健康
300257.SZ,开山股份
300266.SZ,兴源环境
300271.SZ,华宇软件
300274.SZ,阳光电源
300276.SZ,三丰智能
300284.SZ,苏交科
300285.SZ,国瓷材料
300292.SZ,吴通控股
300294.SZ,博雅生物
300296.SZ,利亚德
300297.SZ,蓝盾股份
300298.SZ,三诺生物
300300.SZ,汉鼎宇佑
300308.SZ,中际旭创
300315.SZ,掌趣科技
300316.SZ,晶盛机电
300322.SZ,硕贝德
300324.SZ,旋极信息
300326.SZ,凯利泰
300327.SZ,中颖电子
300339.SZ,润和软件
300347.SZ,泰格医药
300348.SZ,长亮科技
300349.SZ,金卡智能
300352.SZ,北信源
300355.SZ,蒙草生态
300357.SZ,我武生物
300365.SZ,恒华科技
300367.SZ,东方网力
300369.SZ,绿盟科技
300373.SZ,扬杰科技
300377.SZ,赢时胜
300379.SZ,东方通
300383.SZ,光环新网
300394.SZ,天孚通信
300398.SZ,飞凯材料
300401.SZ,花园生物
300406.SZ,九强生物
300408.SZ,三环集团
300413.SZ,芒果超媒
300418.SZ,昆仑万维
300423.SZ,鲁亿通
300428.SZ,四通新材
300429.SZ,强力新材
300433.SZ,蓝思科技
300450.SZ,先导智能
300451.SZ,创业慧康
300454.SZ,深信服
300456.SZ,赛微电子
300457.SZ,赢合科技
300458.SZ,全志科技
300459.SZ,金科文化
300463.SZ,迈克生物
300474.SZ,景嘉微
300476.SZ,胜宏科技
300482.SZ,万孚生物
300487.SZ,蓝晓科技
300495.SZ,美尚生态
300496.SZ,中科创达
300498.SZ,温氏股份
300502.SZ,新易盛
300504.SZ,天邑股份
300523.SZ,辰安科技
300527.SZ,中国应急
300529.SZ,健帆生物
300558.SZ,贝达药业
300559.SZ,佳发教育
300567.SZ,精测电子
300570.SZ,太辰光
300572.SZ,安车检测
300577.SZ,开润股份
300595.SZ,欧普康视
300596.SZ,利安隆
300601.SZ,康泰生物
300602.SZ,飞荣达
300616.SZ,尚品宅配
300618.SZ,寒锐钴业
300628.SZ,亿联网络
300630.SZ,普利制药
300633.SZ,开立医疗
300634.SZ,彩讯股份
300638.SZ,广和通
300661.SZ,圣邦股份
300666.SZ,江丰电子
300674.SZ,宇信科技
300676.SZ,华大基因
300679.SZ,电连技术
300682.SZ,朗新科技
300685.SZ,艾德生物
300699.SZ,光威复材
300702.SZ,天宇股份
300723.SZ,一品红
300724.SZ,捷佳伟创
300725.SZ,药石科技
300726.SZ,宏达电子
300735.SZ,光弘科技
300741.SZ,华宝股份
300747.SZ,锐科激光
300748.SZ,金力永磁
300750.SZ,宁德时代
300751.SZ,迈为股份
300755.SZ,华致酒行
300759.SZ,康龙化成
300760.SZ,迈瑞医疗
300761.SZ,立华股份
300762.SZ,上海瀚讯
300765.SZ,新诺威
300766.SZ,每日互动
300768.SZ,迪普科技
300770.SZ,新媒股份
300773.SZ,拉卡拉
600000.SH,浦发银行
600004.SH,白云机场
600007.SH,中国国贸
600008.SH,首创股份
600009.SH,上海机场
600010.SH,包钢股份
600011.SH,华能国际
600012.SH,皖通高速
600015.SH,华夏银行
600016.SH,民生银行
600018.SH,上港集团
600019.SH,宝钢股份
600020.SH,中原高速
600021.SH,上海电力
600025.SH,华能水电
600026.SH,中远海能
600027.SH,华电国际
600028.SH,中国石化
600029.SH,南方航空
600030.SH,中信证券
600031.SH,三一重工
600036.SH,招商银行
600038.SH,中直股份
600039.SH,四川路桥
600048.SH,保利地产
600050.SH,中国联通
600053.SH,九鼎投资
600056.SH,中国医药
600057.SH,厦门象屿
600061.SH,国投资本
600062.SH,华润双鹤
600066.SH,宇通客车
600068.SH,葛洲坝
600072.SH,中船科技
600073.SH,上海梅林
600085.SH,同仁堂
600089.SH,特变电工
600093.SH,易见股份
600094.SH,大名城
600104.SH,上汽集团
600105.SH,永鼎股份
600109.SH,国金证券
600111.SH,北方稀土
600115.SH,东方航空
600118.SH,中国卫星
600120.SH,浙江东方
600123.SH,兰花科创
600125.SH,铁龙物流
600132.SH,重庆啤酒
600136.SH,当代文体
600138.SH,中青旅
600141.SH,兴发集团
600150.SH,中国船舶
600153.SH,建发股份
600155.SH,华创阳安
600160.SH,巨化股份
600161.SH,天坛生物
600162.SH,香江控股
600167.SH,联美控股
600170.SH,上海建工
600171.SH,上海贝岭
600176.SH,中国巨石
600177.SH,雅戈尔
600180.SH,瑞茂通
600183.SH,生益科技
600185.SH,格力地产
600188.SH,兖州煤业
600196.SH,复星医药
600197.SH,伊力特
600201.SH,生物股份
600206.SH,有研新材
600208.SH,新湖中宝
600210.SH,紫江企业
600216.SH,浙江医药
600219.SH,南山铝业
600221.SH,海航控股
600230.SH,沧州大化
600231.SH,凌钢股份
600233.SH,圆通速递
600236.SH,桂冠电力
600239.SH,云南城投
600252.SH,中恒集团
600256.SH,广汇能源
600258.SH,首旅酒店
600260.SH,凯乐科技
600261.SH,阳光照明
600271.SH,航天信息
600273.SH,嘉化能源
600276.SH,恒瑞医药
600277.SH,亿利洁能
600282.SH,南钢股份
600284.SH,浦东建设
600285.SH,羚锐制药
600295.SH,鄂尔多斯
600297.SH,广汇汽车
600298.SH,安琪酵母
600299.SH,安迪苏
600305.SH,恒顺醋业
600309.SH,万华化学
600310.SH,桂东电力
600312.SH,平高电气
600315.SH,上海家化
600323.SH,瀚蓝环境
600325.SH,华发股份
600326.SH,西藏天路
600329.SH,中新药业
600332.SH,白云山
600335.SH,国机汽车
600337.SH,美克家居
600338.SH,西藏珠峰
600340.SH,华夏幸福
600346.SH,恒力石化
600348.SH,阳泉煤业
600350.SH,山东高速
600352.SH,浙江龙盛
600362.SH,江西铜业
600363.SH,联创光电
600366.SH,宁波韵升
600368.SH,五洲交通
600369.SH,西南证券
600372.SH,中航电子
600373.SH,中文传媒
600376.SH,首开股份
600377.SH,宁沪高速
600378.SH,昊华科技
600380.SH,健康元
600383.SH,金地集团
600387.SH,海越能源
600388.SH,龙净环保
600392.SH,盛和资源
600395.SH,盘江股份
600398.SH,海澜之家
600406.SH,国电南瑞
600409.SH,三友化工
600418.SH,江淮汽车
600420.SH,现代制药
600422.SH,昆药集团
600426.SH,华鲁恒升
600436.SH,片仔癀
600438.SH,通威股份
600439.SH,瑞贝卡
600446.SH,金证股份
600452.SH,涪陵电力
600459.SH,贵研铂业
600460.SH,士兰微
600466.SH,蓝光发展
600477.SH,杭萧钢构
600483.SH,福能股份
600486.SH,扬农化工
600487.SH,亨通光电
600489.SH,中金黄金
600491.SH,龙元建设
600498.SH,烽火通信
600499.SH,科达洁能
600500.SH,中化国际
600502.SH,安徽建工
600507.SH,方大特钢
600511.SH,国药股份
600516.SH,方大炭素
600519.SH,贵州茅台
600521.SH,华海药业
600522.SH,中天科技
600528.SH,中铁工业
600531.SH,豫光金铅
600535.SH,天士力
600536.SH,中国软件
600545.SH,卓郎智能
600547.SH,山东黄金
600548.SH,深高速
600549.SH,厦门钨业
600557.SH,康缘药业
600559.SH,老白干酒
600563.SH,法拉电子
600565.SH,迪马股份
600566.SH,济川药业
600567.SH,山鹰纸业
600570.SH,恒生电子
600572.SH,康恩贝
600577.SH,精达股份
600580.SH,卧龙电驱
600582.SH,天地科技
600583.SH,海油工程
600585.SH,海螺水泥
600587.SH,新华医疗
600588.SH,用友网络
600596.SH,新安股份
600597.SH,光明乳业
600598.SH,北大荒
600600.SH,青岛啤酒
600604.SH,市北高新
600606.SH,绿地控股
600611.SH,大众交通
600612.SH,老凤祥
600622.SH,光大嘉宝
600623.SH,华谊集团
600626.SH,申达股份
600635.SH,大众公用
600637.SH,东方明珠
600639.SH,浦东金桥
600641.SH,万业企业
600642.SH,申能股份
600643.SH,爱建集团
600648.SH,外高桥
600655.SH,豫园股份
600657.SH,信达地产
600660.SH,福耀玻璃
600661.SH,昂立教育
600663.SH,陆家嘴
600664.SH,哈药股份
600667.SH,太极实业
600668.SH,尖峰集团
600673.SH,东阳光
600674.SH,川投能源
600675.SH,中华企业
600681.SH,百川能源
600682.SH,南京新百
600685.SH,中船防务
600688.SH,上海石化
600690.SH,海尔智家
600693.SH,东百集团
600694.SH,大商股份
600699.SH,均胜电子
600702.SH,舍得酒业
600703.SH,三安光电
600704.SH,物产中大
600705.SH,中航资本
600708.SH,光明地产
600711.SH,盛屯矿业
600720.SH,祁连山
600728.SH,佳都科技
600729.SH,重庆百货
600733.SH,北汽蓝谷
600736.SH,苏州高新
600738.SH,兰州民百
600739.SH,辽宁成大
600740.SH,山西焦化
600741.SH,华域汽车
600742.SH,一汽富维
600745.SH,闻泰科技
600748.SH,上实发展
600750.SH,江中药业
600754.SH,锦江酒店
600755.SH,厦门国贸
600756.SH,浪潮软件
600760.SH,中航沈飞
600763.SH,通策医疗
600765.SH,中航重机
600771.SH,广誉远
600775.SH,南京熊猫
600777.SH,新潮能源
600779.SH,水井坊
600782.SH,新钢股份
600787.SH,中储股份
600795.SH,国电电力
600801.SH,华新水泥
600803.SH,新奥股份
600808.SH,马钢股份
600809.SH,山西汾酒
600811.SH,东方集团
600820.SH,隧道股份
600823.SH,世茂股份
600826.SH,兰生股份
600828.SH,茂业商业
600835.SH,上海机电
600837.SH,海通证券
600845.SH,宝信软件
600846.SH,同济科技
600848.SH,上海临港
600850.SH,华东电脑
600859.SH,王府井
600863.SH,内蒙华电
600867.SH,通化东宝
600871.SH,石化油服
600872.SH,中炬高新
600874.SH,创业环保
600875.SH,东方电气
600876.SH,洛阳玻璃
600879.SH,航天电子
600885.SH,宏发股份
600886.SH,国投电力
600887.SH,伊利股份
600893.SH,航发动力
600895.SH,张江高科
600897.SH,厦门空港
600900.SH,长江电力
600903.SH,贵州燃气
600909.SH,华安证券
600917.SH,重庆燃气
600919.SH,江苏银行
600926.SH,杭州银行
600928.SH,西安银行
600933.SH,爱柯迪
600958.SH,东方证券
600967.SH,内蒙一机
600968.SH,海油发展
600970.SH,中材国际
600971.SH,恒源煤电
600973.SH,宝胜股份
600975.SH,新五丰
600977.SH,中国电影
600985.SH,淮北矿业
600986.SH,科达股份
600987.SH,航民股份
600989.SH,宝丰能源
600990.SH,四创电子
600993.SH,马应龙
600996.SH,贵广网络
600998.SH,九州通
600999.SH,招商证券
601000.SH,唐山港
601001.SH,大同煤业
601002.SH,晋亿实业
601003.SH,柳钢股份
601005.SH,重庆钢铁
601006.SH,大秦铁路
601009.SH,南京银行
601012.SH,隆基股份
601016.SH,节能风电
601018.SH,宁波港
601019.SH,山东出版
601021.SH,春秋航空
601038.SH,一拖股份
601058.SH,赛轮轮胎
601066.SH,中信建投
601068.SH,中铝国际
601069.SH,西部黄金
601077.SH,渝农商行
601088.SH,中国神华
601098.SH,中南传媒
601099.SH,太平洋
601100.SH,恒立液压
601107.SH,四川成渝
601108.SH,财通证券
601111.SH,中国国航
601117.SH,中国化学
601128.SH,常熟银行
601138.SH,工业富联
601139.SH,深圳燃气
601155.SH,新城控股
601158.SH,重庆水务
601162.SH,天风证券
601166.SH,兴业银行
601169.SH,北京银行
601186.SH,中国铁建
601198.SH,东兴证券
601200.SH,上海环境
601211.SH,国泰君安
601216.SH,君正集团
601222.SH,林洋能源
601225.SH,陕西煤业
601229.SH,上海银行
601231.SH,环旭电子
601233.SH,桐昆股份
601236.SH,红塔证券
601238.SH,广汽集团
601288.SH,农业银行
601298.SH,青岛港
601311.SH,骆驼股份
601318.SH,中国平安
601319.SH,中国人保
601326.SH,秦港股份
601328.SH,交通银行
601330.SH,绿色动力
601333.SH,广深铁路
601336.SH,新华保险
601360.SH,三六零
601375.SH,中原证券
601377.SH,兴业证券
601390.SH,中国中铁
601398.SH,工商银行
601555.SH,东吴证券
601567.SH,三星医疗
601577.SH,长沙银行
601588.SH,北辰实业
601598.SH,中国外运
601600.SH,中国铝业
601601.SH,中国太保
601607.SH,上海医药
601615.SH,明阳智能
601618.SH,中国中冶
601619.SH,嘉泽新能
601628.SH,中国人寿
601633.SH,长城汽车
601636.SH,旗滨集团
601658.SH,邮储银行
601666.SH,平煤股份
601668.SH,中国建筑
601669.SH,中国电建
601678.SH,滨化股份
601688.SH,华泰证券
601689.SH,拓普集团
601698.SH,中国卫通
601699.SH,潞安环能
601717.SH,郑煤机
601727.SH,上海电气
601766.SH,中国中车
601788.SH,光大证券
601789.SH,宁波建工
601799.SH,星宇股份
601800.SH,中国交建
601801.SH,皖新传媒
601808.SH,中海油服
601811.SH,新华文轩
601818.SH,光大银行
601828.SH,美凯龙
601838.SH,成都银行
601857.SH,中国石油
601858.SH,中国科传
601860.SH,紫金银行
601865.SH,福莱特
601866.SH,中远海发
601869.SH,长飞光纤
601872.SH,招商轮船
601877.SH,正泰电器
601878.SH,浙商证券
