合约,交易日,开始时间,结束时间,最高价,开盘价,最低价,收盘价,成交量,成交额,持仓量,昨收价
ag2007,2020/04/01,2020/04/01 09:00:00,2020/04/01 09:01:00,3422.0,3410.0,3403.0,3415.0,382.0,19562070.0,49248.0,3441.0
ag2007,2020/04/01,2020/04/01 09:01:00,2020/04/01 09:02:00,3423.0,3415.0,3411.0,3422.0,70.0,3586725.0,49235.0,3415.0
ag2007,2020/04/01,2020/04/01 09:02:00,2020/04/01 09:03:00,3423.0,3422.0,3416.0,3416.0,72.0,3692580.0,49207.0,3422.0
ag2007,2020/04/01,2020/04/01 09:03:00,2020/04/01 09:04:00,3418.0,3414.0,3414.0,3418.0,60.0,3074355.0,49199.0,3416.0
ag2007,2020/04/01,2020/04/01 09:04:00,2020/04/01 09:05:00,3420.0,3418.0,3418.0,3418.0,31.0,1589865.0,49193.0,3418.0
ag2007,2020/04/01,2020/04/01 09:05:00,2020/04/01 09:06:00,3418.0,3418.0,3414.0,3414.0,45.0,2305215.0,49183.0,3418.0
ag2007,2020/04/01,2020/04/01 09:06:00,2020/04/01 09:07:00,3418.0,3414.0,3414.0,3416.0,5.0,256215.0,49185.0,3414.0
ag2007,2020/04/01,2020/04/01 09:07:00,2020/04/01 09:08:00,3416.0,3416.0,3408.0,3409.0,44.0,2252745.0,49183.0,3416.0
ag2007,2020/04/01,2020/04/01 09:08:00,2020/04/01 09:09:00,3409.0,3409.0,3401.0,3403.0,94.0,4798800.0,49196.0,3409.0
ag2007,2020/04/01,2020/04/01 09:09:00,2020/04/01 09:10:00,3410.0,3403.0,3403.0,3406.0,32.0,1634910.0,49191.0,3403.0
ag2007,2020/04/01,2020/04/01 09:10:00,2020/04/01 09:11:00,3406.0,3406.0,3394.0,3394.0,123.0,6272505.0,49225.0,3406.0
ag2007,2020/04/01,2020/04/01 09:11:00,2020/04/01 09:12:00,3400.0,3394.0,3393.0,3399.0,88.0,4484310.0,49215.0,3394.0
ag2007,2020/04/01,2020/04/01 09:12:00,2020/04/01 09:13:00,3405.0,3399.0,3396.0,3405.0,300.0,15302850.0,49271.0,3399.0
